Дата выдачи,Подразделение,Контракт,Sum of Первоначальная сумма займа,Sum of Ежемесячный платеж,Sum of Кол-во дней просрочки (фактическое),Кредитный продукт
2023-02-16 00:00:00,Mycar Kuldzhinka,21202230054,5860222,175917,107,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-03-17 00:00:00,Mycar Kuldzhinka,21203220021,3602670,4478347,106,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-11-14 00:00:00,Тойота Сити,21203220138R01,9583750,35969,15,ПВ 20+% Toyota/Lexus / Срок 12-84-Повторные-Б/У
2022-04-15 00:00:00,Mycar Astana,21204220087,1951403,2425717,77,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-05-13 00:00:00,Mycar Raiymbek,21205220441,12075525,15010642,49,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-05-13 00:00:00,Mycar Astana,21205220458,7754212,9638976,49,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-15 00:00:00,Hyundai Premium Astana,21206220051,7762838,9644508,17,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2019-08-14 00:00:00,Тойота Центр Жетісу,21208190153,7356036,48851,46,"Мультибренд JP, DE ПВ 30-39.9% / Срок 54-60 м.-БПД"
2021-02-11 00:00:00,Тойота Центр Павлодар,21208200358R02,3049375,58836,4,SMART Credit / ПВ 20%+ / Срок 36м / АСП / 05_23
2023-04-14 00:00:00,Hyundai Almaty,21209220355R01,8677206,197066,17,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2021-12-02 00:00:00,Тойота Центр Қостанай,21211210378,8443400,276704,268,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2021-11-16 00:00:00,Lexus Shymkent,21211210428,23505969,408694,10,Easy с КАСКО ПВ 40-50%/ Срок 36 мес
2023-01-16 00:00:00,Тойота Центр Астана,21301220121R01,15341428,409150,45,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-04-22 00:00:00,Тойота Центр Шымкент,21304220250,10129225,277073,67,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2023-04-24 00:00:00,BMW Astana,21304230101,35329409,708744,4,Easy Flex / ПВ 20%+ / Срок 12м / 01_23
2022-05-16 00:00:00,Mycar Raiymbek,21305220382,13477149,16752950,46,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-29 00:00:00,Hyundai Premium Astana,21306220100,9487913,11794076,2,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-14 00:00:00,Mycar Astana,21306220316,4743956,113216,198,Отсрочка с платежами ПВ 20%+/ Срок 60 мес БУ
2022-09-14 00:00:00,Тойота Центр Кызылорда,21309220081,5580576,160168,46,Easy c КАСКО Мультибренд ПВ 20-39.99% Срок 36 мес/Без забот
2023-01-17 00:00:00,Volkswagen Нур-Султан,21401230053,8970390,188438,14,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2020-02-17 00:00:00,Lexus Astana,21402200105,11500000,310885,18,ПВ 40%+ / Срок 12-84 м.-Б/У
2022-03-15 00:00:00,Тойота Центр Шымкент,21403220433,3907488,109394,16,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес PS
2023-03-20 00:00:00,Mycar Raiymbek,21403230143,12120000,347699,10,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-04-17 00:00:00,Тойота Центр Атырау,21404230266,7418669,188400,11,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 03_23
2022-06-15 00:00:00,Тойота Центр Жетісу,21406220117,13110570,16375634,16,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2023-03-15 00:00:00,Тойота Сити,21406220216R03,6387522,186767,2,Easy c КАСКО Мультибренд ПВ 20-39.99% Срок 36 мес
2022-10-27 00:00:00,Тойота Центр Шымкент,21407220058R01,3553422,87832,4,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2021-10-18 00:00:00,Тойота Центр Өскемен,21410210492,3485000,102767,10,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2021-12-15 00:00:00,Тойота Центр Павлодар,21412210136,5448736,6612684,197,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-12-15 00:00:00,Тойота Центр Павлодар,21412210409,3013500,76631,11,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-02-16 00:00:00,Lexus Almaty,21502220045,20806000,25654905,135,Отсрочка ПВ 20%+/Срок 12 м-БУ PS
2023-03-16 00:00:00,Тойота Центр Алматы,21503230175,16211486,336059,11,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-05-17 00:00:00,Тойота Центр Астана,21503230191R01,7938625,255181,11,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-03-27 00:00:00,BMW Astana,21503230274,15258288,306097,3,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-05-17 00:00:00,Hyundai Almaty,21505220059,10045036,12486616,45,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-17 00:00:00,Crystal Auto Astana,21506220116,4571449,5682601,14,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-20 00:00:00,Тойота Центр Астана,21506220272,4614576,5763793,11,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2021-07-19 00:00:00,Тойота Центр Жетісу,21507210181,1750000,34257,11,Мультибренд ПВ 50%+ / Срок 12-84 м /Без забот
2021-09-16 00:00:00,Тойота Центр Өскемен,21509210445,6970000,189516,66,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2021-12-27 00:00:00,Тойота Центр Павлодар,21511210607R01,4356250,173798,4,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-11-17 00:00:00,Subaru Astana,21511220234,13968242,364282,4,Easy Flex ПВ 20%+/  Срок 12 мес
2022-11-17 00:00:00,Mycar Astana,21511220523,20519767,452811,10,Easy Flex ПВ 20%+/  Срок 12 мес
2021-12-22 00:00:00,Тойота Центр Павлодар,21512210010,6470374,7852562,190,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-12-20 00:00:00,BMW Алматы,21512220365,32216406,646293,10,Easy Flex ПВ 20%+/  Срок 12 мес
2023-01-18 00:00:00,Тойота Сити Астана,21601230275,10470055,242693,10,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2022-03-18 00:00:00,Тойота Центр Караганда,21603220431,5740000,156646,15,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2023-03-17 00:00:00,Hyundai Al-Farabi,21603230109,3600000,103282,44,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2021-04-19 00:00:00,Тойота Центр Актобе,21604210076,10354140,251727,11,Мультибренд ПВ 50-65%.
2022-05-16 00:00:00,Mycar Kuldzhinka,21605220165,18082281,22477421,46,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-05-17 00:00:00,Тойота Сити Астана,21605220199,5430860,6747271,46,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-05-18 00:00:00,Lexus Astana,21605220330,28188469,35040053,44,Отсрочка ПВ 20%+/Срок 12 м.
2021-09-27 00:00:00,Тойота Сити Астана,21609210196,4267116,141953,64,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-09-19 00:00:00,Тойота Центр Караганда,21609220039,7710050,223671,4,Easy c КАСКО Мультибренд ПВ 20-39.99% Срок 24 мес
2022-09-16 00:00:00,Тойота Центр Павлодар,21609220088,6150000,168352,44,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-09-16 00:00:00,Тойота Центр Шымкент,21609220203,5838291,190649,74,Easy c КАСКО Мультибренд ПВ 20-50%+/ Срок 36 мес Повтор.
2022-10-21 00:00:00,Subaru Astana,21610220036,9487913,171303,11,Easy Flex ПВ 20%+/  Срок 12 мес
2022-11-25 00:00:00,Exeed Nur-Sultan,21611220159,12721460,161977,4,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2022-12-27 00:00:00,Тойота Центр Астана,21612210050R01,5571741,167526,8,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-02-21 00:00:00,Астер Авто Бесагаш,21702230174,6717670,174955,9,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2021-07-02 00:00:00,Тойота Центр Шымкент,21703210175R01,4748625,17649,11,SMART Credit / ПВ 20%+ / Срок 36м / АСП / 05_23
2022-03-18 00:00:00,Тойота Сити Астана,21703220372,16639594,396937,11,Easy c КАСКО Мультибренд ПВ 40%+/ Срок 36 мес
2022-05-17 00:00:00,Mycar Raiymbek,21705220073,3062008,3806270,45,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-05-18 00:00:00,Тойота Центр Актау,21705220313,9241441,249876,10,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2022-05-18 00:00:00,Тойота Центр Павлодар,21705220446,9020000,217886,10,ПВ 20%+ Мультибренд / Срок 12-84 Удерж.
2022-06-20 00:00:00,Тойота Центр Есиль,21706220049,13628093,17022041,11,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-06-20 00:00:00,BMW Astana,21706220114,30739111,38210662,11,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-21 00:00:00,Mycar Raiymbek,21706220346,7857717,9767640,10,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-11-19 00:00:00,Тойота Сити Астана,21711210332,4868750,123647,42,ПВ 20-39.9% / Срок 12-84
2022-11-18 00:00:00,Exeed Almaty,21711220117,14058067,1175021,11,SMART Credit ПВ 40%+ / Срок 12 м / Без забот
2023-01-19 00:00:00,Mycar Astana,21801230091,7904390,163856,10,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-01-19 00:00:00,Тойота Сити,21801230265,9101508,240883,3,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-01-19 00:00:00,Тойота Центр Өскемен,21801230281,7374629,221519,11,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2020-11-10 00:00:00,Lexus Astana,21802200036R01,10420388,163273,10,ПВ 40%+ / Срок 12-84 мес БПД
2023-02-22 00:00:00,Тойота Сити,21802230108,23500800,612833,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-03-18 00:00:00,Тойота Центр Актау,21803220157,11615485,355879,43,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-03-25 00:00:00,Тойота Центр Шымкент,21803220330,4870947,130020,4,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-04-19 00:00:00,Mycar Kuldzhinka,21804220487,5815440,7228960,73,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-04-25 00:00:00,Тойота Центр Қостанай,21804220537,23112930,534491,4,Easy Toyota/Lexus ПВ 20-50%+/ Срок 36 мес Удерж.
2023-04-19 00:00:00,Тойота Центр Жетісу,21804230296,10408875,248836,11,Easy / ПВ 20-65% / Срок 24м / АСП / 11_22
2023-05-29 00:00:00,Тойота Сити,21805230352,17021988,457954,1,Easy с КАСКО / ПВ 20-65% / Срок 36м / АСП / 11_22
2022-06-20 00:00:00,Mycar Astana,21806220063,10032495,244358,39,Отсрочка с платежами ПВ 20%+/ Срок 60 мес БУ
2023-03-17 00:00:00,Mycar Astana,21807220187R01,8999505,4615,39,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-08-29 00:00:00,Lexus Astana,21808210088R01,19528895,1165365,4,ПВ 20-39.9% / Срок 12-84
2022-08-23 00:00:00,Hyundai Astana,21808220145,8002211,213473,128,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-10-18 00:00:00,Тойота Сити Астана,21810220059,3821738,120343,11,Easy c КАСКО Мультибренд ПВ 20-39.99% Срок 36 мес
2022-10-20 00:00:00,Тойота Центр Кызылорда,21810220083,9564804,328756,9,Easy c КАСКО Мультибренд ПВ 20-39.99% Срок 36 мес
2022-10-19 00:00:00,Lexus Shymkent,21810220372,27946215,2640748,39,ПВ 20-39.9% / Срок 12-84- НА-повторные
2021-11-22 00:00:00,Тойота Сити Астана,21811210497,18304348,22031407,220,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-01-20 00:00:00,Тойота Центр Павлодар,21901220109,3317577,4026271,161,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-04-22 00:00:00,Subaru Astana,21904220247,15293722,392740,10,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2023-04-19 00:00:00,Mycar Kuldzhinka,21904230030,3041956,162866,11,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 03_23
2023-04-20 00:00:00,Volkswagen Нур-Султан 1,21904230154,7444831,188748,4,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-04-21 00:00:00,Infiniti Nur-Sultan,21904230311,27470000,2912874,9,Стандарт Повторный / ПВ 20%+ / Срок 12м РД / PS / АСП / 03_23
2021-05-20 00:00:00,Тойота Центр Алматы,21905210122,2374393,69977,191,ПВ 20-39.9% / Срок 12-84
2022-06-28 00:00:00,Lexus Astana,21906220021,18221881,1555412,3,Стандарт Corolla/CH-R/ES ПВ 40%+/ Срок 12-84 мес
2022-06-20 00:00:00,Mycar Kuldzhinka,21906220039,13783307,17133524,11,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-07-22 00:00:00,Тойота Центр Астана,21907210492,2969159,94726,7,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-09-20 00:00:00,Тойота Центр Жетісу,21909220200,11635200,299960,10,ПВ 20%+ Мультибренд / Срок 12-84-Повторные-Б/У Без забот
2022-10-20 00:00:00,Тойота Центр Актау,21910220454,10307913,282201,9,"Мультибренд JP, DE ПВ 20-39.9% / Срок 12-84 м"
2022-12-21 00:00:00,Mycar Kuldzhinka,21912220288,3976960,103409,11,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-12-21 00:00:00,Hyundai Qalqaman,21912220429,5686598,230203,7,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-01-20 00:00:00,Тойота Центр Шымкент,22001220163,6431857,7802054,162,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-02-14 00:00:00,Тойота Центр Астана,22001220411R02,8302377,176907,4,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-01-24 00:00:00,Mycar Astana,22001220502,8125447,9856435,158,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-02-23 00:00:00,Mycar Astana,22002230054,24986425,517961,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-02-21 00:00:00,Тойота Центр Уральск,22002230302,6656990,146900,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-02-27 00:00:00,Тойота Центр Атырау,22002230393,9436298,245722,3,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-04-21 00:00:00,Lexus Shymkent,22004230284,5378856,160191,39,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 03_23
2022-05-23 00:00:00,Тойота Сити Астана,22005220037,7633457,9473557,42,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-05-23 00:00:00,Тойота Центр Павлодар,22005220292,6469031,8041415,39,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-02-28 00:00:00,Тойота Сити Астана,22006220291R01,2741158,1658790,10,Отсрочка ПВ 20%+/Срок 12 м-БУ PS
2022-06-29 00:00:00,Lexus Astana,22006220531,26492840,32932278,2,Отсрочка ПВ 20%+/Срок 12 м.
2022-07-21 00:00:00,Тойота Центр Жетісу,22007220027,4106630,169415,10,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес/Без забот
2022-09-22 00:00:00,Тойота Центр Қостанай,22009220199,7217722,234641,98,Easy c КАСКО Мультибренд ПВ 20-39.99% Срок 36 мес
2022-10-22 00:00:00,Subaru Astana,22010220386,5277192,118162,9,Отсрочка с платежами ПВ 20%+/ Срок 60 мес БУ
2022-11-22 00:00:00,Exeed Almaty,22011220070,14174315,1184737,38,"SMART Credit Мультибренд JP, DE ПВ 40%+/ Срок 12"
2022-07-07 00:00:00,Lexus Shymkent,22012210377R01,25537600,238282,4,Easy с КАСКО ПВ 20-39.9%/ Срок 24 мес
2021-12-22 00:00:00,Тойота Сити,22012210658,17144519,418073,8,Easy c КАСКО Toyota/Lexus ПВ 20-50%+/ Срок 36 мес
2022-12-21 00:00:00,Тойота Сити Астана,22012220020,13550126,314088,7,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2022-12-22 00:00:00,Subaru Astana,22012220384,8596716,160961,10,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-21 00:00:00,Exeed Almaty,22012220525,18906822,275078,9,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2022-12-21 00:00:00,Тойота Центр Астана,22012220624,16185980,354978,7,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2023-02-15 00:00:00,Тойота Центр Шымкент,22101220170R01,4110081,209307,9,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-02-23 00:00:00,Lexus Shymkent,22102220286,23255641,573917,4,Easy c КАСКО Toyota/Lexus ПВ 20-50%+/ Срок 36 мес
2023-02-24 00:00:00,Lexus Шымкент,22102230103,34362731,1793550,1,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / 11_22
2023-02-22 00:00:00,Тойота Центр Алматы,22102230194,15300606,335561,4,Easy Flex / ПВ 20%+ / Срок 12м / Без забот / АСП / 01_23
2021-04-29 00:00:00,Lexus Aktobe,22104210202,20220536,518524,30,Comfort 24 КАСКО ПВ 40-65% Н/А
2023-04-25 00:00:00,Hyundai Astana,22104230192,17207623,333695,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-04-25 00:00:00,Lexus Astana,22104230333,26389086,529391,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2021-06-22 00:00:00,Тойота Центр Актау,22106210309,4373163,231989,8,Мультибренд ПВ 50%+ / Срок 12-84 м.
2022-06-21 00:00:00,Mycar Kuldzhinka,22106220233,11106513,13806099,10,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-24 00:00:00,Mycar Kuldzhinka,22106220506,18113288,22515964,7,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-08-23 00:00:00,Mycar Astana,22108220058,6045696,161382,7,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2021-07-28 00:00:00,Тойота Центр Павлодар,22109200182R01,19824750,117100,2,ПВ 20%+ / Срок 18-84 м.
2022-09-22 00:00:00,Mycar Raiymbek,22109220354,7820212,208770,158,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2023-03-31 00:00:00,Тойота Центр Павлодар,22110210212R01,8998926,154764,4,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-11-18 00:00:00,Тойота Сити,22110210253R01,32575628,1991319,2,ПВ 20-39.9% / Срок 12-84
2021-12-27 00:00:00,Mycar Astana,22112210541,6966803,8455037,185,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-12-22 00:00:00,BMW Astana,22112220136,48196753,999104,7,Easy Flex ПВ 20%+/ Срок 12 мес
2022-12-22 00:00:00,Тойота Центр Жетісу,22112220243,8711629,200147,9,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот/PS
2022-12-23 00:00:00,Exeed Nur-Sultan,22112220342,18696923,259467,8,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2023-01-24 00:00:00,Mycar Astana,22201230046,6180199,185649,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-02-24 00:00:00,Тойота Центр Қостанай,22202230391,14663138,294157,4,Easy Flex ПВ 20%+/  Срок 12 мес
2023-02-24 00:00:00,Тойота Центр Актау,22202230516,16205149,325091,4,Easy Flex ПВ 20%+/  Срок 12 мес
2023-05-29 00:00:00,Lexus Astana,22203210020R01,16488402,450182,4,Comfort 24 КАСКО ПВ 40-65% Н/А
2023-04-25 00:00:00,Lexus Shymkent,22204230118,10132894,261237,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 03_23
2021-08-12 00:00:00,Тойота Сити Астана,22205210176R01,4632754,110700,4,"Мультибренд JP, DE ПВ 20-39.9%/ Срок 60 м"
2022-05-25 00:00:00,Тойота Сити,22205220027,7820750,213759,126,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-07-01 00:00:00,Тойота Центр Есиль,22206210126R01,5968359,216464,7,ПВ 40%+ / Срок 12-84 м. БПД
2022-06-28 00:00:00,Hyundai Astana,22206220323,7374696,9167214,3,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-24 00:00:00,Тойота Центр Астана,22206220364,4248860,5306998,7,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-06-24 00:00:00,Hyundai Astana,22206220497,4550748,5656868,7,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-07-26 00:00:00,Тойота Центр Шымкент,22207210422,5378755,169568,123,Мультибренд ПВ 30-49.9%.
2019-08-26 00:00:00,Тойота Центр Шымкент,22208190276,19987561,456203,4,ПВ 0%+ / Срок 54-60 м.
2022-08-24 00:00:00,Тойота Сити,22208220636,7081161,282831,155,Мультибренд ПВ 20-39.9% / 12-84 м
2021-10-25 00:00:00,Тойота Центр Павлодар,22210210575,3587500,91102,4,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-10-28 00:00:00,Тойота Центр Шымкент,22210220244,8093494,129891,8,Easy Flex ПВ 20%+/  Срок 12 мес
2021-11-24 00:00:00,Тойота Центр Атырау,22211210459,8564800,244595,10,Мультибренд ПВ 20-39.9%/ 12-84 мес/ Без забот
2022-11-24 00:00:00,Mitsubishi Нур-Султан,22211220219,21296051,412979,7,Easy Flex ПВ 20%+/ Срок 12 мес
2022-12-26 00:00:00,Volkswagen Нур-Султан,22212220382,15050000,452657,3,Стандарт / ПВ 20%+ / Срок 12-84м / PS / АСП / 11_22
2023-01-27 00:00:00,BMW Алматы,22301230433,35948640,890005,32,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / 11_22
2023-01-24 00:00:00,Exeed Almaty,22301230466,11088979,926854,4,SMART Credit / ПВ 20%+ / Срок 12м / Без забот / АСП / 05_23
2023-01-25 00:00:00,Тойота Центр Атырау,22301230581,13031078,390916,98,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-05-24 00:00:00,Тойота Центр Павлодар,22305220091,11020544,13699234,38,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-05-25 00:00:00,Lexus Astana,22305230264,25225455,640983,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / 11_22
2021-06-24 00:00:00,Тойота Центр Шымкент,22306210299,7735246,191390,127,Стандарт с КАСКО ПВ 10-19.9% + / Cрок 12-84 мес
2022-06-27 00:00:00,BMW Astana,22306220132,47870831,59506474,4,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-24 00:00:00,Mycar Raiymbek,22306220223,13618605,16928788,7,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-08-24 00:00:00,Тойота Центр Кызылорда,22308220205,4725775,126323,155,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-09-26 00:00:00,Тойота Сити Астана,22309220154,9635359,242181,4,Easy с КАСКО Мультибренд  ПВ 20-50%/ Срок 24 мес Повтор.
2022-11-24 00:00:00,Mycar Astana,22311220309,9393674,201009,4,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-26 00:00:00,Тойота Центр Кызылорда,22312220092,8625375,173034,155,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-26 00:00:00,Volkswagen Нур-Султан,22312220241,24086219,505970,4,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2022-01-25 00:00:00,Тойота Центр Павлодар,22401220169,8027833,9738026,157,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-06-19 00:00:00,Тойота Центр Қостанай,22401230176R06,7898138,7741,3,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-01-25 00:00:00,Тойота Центр Актау,22401230200,6529250,155185,3,Easy / ПВ 20-65% / Срок 24м / АСП / 11_22
2023-01-30 00:00:00,Тойота Сити,22401230309,3050000,158559,2,Dealer Staff / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-02-28 00:00:00,Тойота Центр Қостанай,22402220234,8177040,177290,186,Easy c КАСКО Мультибренд ПВ 40%+ Срок 24 мес
2023-02-27 00:00:00,Тойота Центр Павлодар,22402230209,16859681,338222,3,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-02-27 00:00:00,Hyundai Qalqaman,22402230241,3435351,329243,3,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-03-24 00:00:00,Тойота Сити Астана,22403220035R01,27901781,3047272,10,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-03-28 00:00:00,Lexus Almaty,22403220233,26471548,33535151,98,Отсрочка ПВ 20%+/Срок 12 м/ Без забот-БУ PS
2023-03-24 00:00:00,Volkswagen Нур-Султан,22403230034,6900300,134956,9,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-03-27 00:00:00,Тойота Центр Шымкент,22403230497,6491795,130232,3,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-04-26 00:00:00,Mycar Astana,22404230439,11172551,224132,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-05-25 00:00:00,Тойота Центр Алматы,22405220181,16301959,20264367,37,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-27 00:00:00,Тойота Центр Есиль,22406220024,4053926,5063518,4,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-06-27 00:00:00,Mycar Astana,22406220453,4485195,5575381,4,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2020-07-29 00:00:00,Lexus Almaty,22407200058,16468500,549398,32,Стандарт с КАСКО ПВ 40% + /60 м/ Lexus Almaty-БПД
2019-09-25 00:00:00,Тойота Центр Караганда,22409190026,3607869,56452,10,Мультибренд ПВ 30-49.9% / Срок 54-60 м.
2021-09-27 00:00:00,Lexus Almaty,22409210030,17040000,395569,4,ПВ 40%+ / Срок 12-84 м / Без забот-Н/А
2022-12-01 00:00:00,Тойота Сити,22411210663R01,5651289,80403,2,ПВ 20-39.9% / Срок 12-84
2022-11-28 00:00:00,Тойота Сити,22411210689R01,5903584,84916,2,ПВ 20-39.9% / Срок 12-84
2022-11-28 00:00:00,Тойота Центр Жетісу,22411220092,21554693,443176,2,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2022-11-28 00:00:00,Тойота Сити,22411220423,5539345,113892,2,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
